userName,content,score,at,thumbsUpCount
Rohit Dua,This is probably the worst app I have ever used when it comes to the UI/UX. Unable to understand where my investments are and and what has been the performance. Feel like i have wasted my money on their subscription. Majority of the reviews you see are fake.,1,2022-08-24 05:27:13,25
Anil Dhaniya,Don't use this application it's not showing any transparency when I invest in this application that time it is only showing that my whole amount come back in 9 month in the form of monthly installment bit after 2 months it will showing my whole investment come back after two year so please don't invest in this application it's not trustworthy,1,2022-08-22 18:54:58,5
sampath kumar,"No 1 cheating company do not invest here i strongly recommend you guys please dont invest money here. this people cheat your princippl amount, ""forget about interest"". before investing check once same ""lenden loan app"" reviews also very poor. So you can easly come to conclusion that this people are cheating, so dont waste your money here invest in other platforms.",1,2022-08-19 11:46:49,17
SURESH GOEL,"I had asked the relationship manager to let me know the cutoff date where i could liquidate my investment as i am in urgent need of money. It's been more than 20 days , i had not received any reply..........? Moreover to stop auto reinvest feature lenden club reduced my plan from gold to basic one for which i had spend Rs 500 (all wasted now) and still i am not able to withdraw my funds. Feels like money is blocked in hands of borrowers.",1,2022-08-19 03:57:20,0
Gabriella Hunter,"Fortunate investing done with the help of lendenclub app , I always get unbelievable profit through this than any other kind of saving, everyone should start investing.",5,2022-08-16 18:57:57,1
Georgina Willis,"Handy app, I am truly enjoying investing through lendenclub app because it is always profit making and effortless for me.",5,2022-08-16 18:56:56,1
Maya Ranganekary,"Un hypocritical app, As a beginner I just love to invest with the help of lendenclub app which is always beneficial for me due to 12% returns service.",5,2022-08-16 18:50:43,1
Chambeli Bhaumik,"Bonafide app with all new investment option which is none other than Lendednclub , you can safely invest your funds in this app .",5,2022-08-16 18:50:33,1
Shreya Jadhav,Unthinkable lenders app with 12% returns that too with no any hectic paperwork so you can enjoy your investment with less efforts.,5,2022-08-16 18:50:33,1
Mamta Nancy,Bingo!!!! I really get 12% return on my investment which is really greater than savings in bank so overall it’s beneficial for me.,5,2022-08-16 18:50:31,2
Gvsfinance Private Limited,Fake app Refund my money begger app,1,2022-08-16 10:58:16,1
Rohit,"Doesn't look good in any way. Added funds and created FMPP. After payment, app crashed. But it mentioned that creation is successful. Now when I try to login, it by default takes me to create FMPP screen. No way to go to the home page. Moreover, it doesn't mention about withdrawal terms anywhere. What if I want my money urgently? Doesn't mention about compounding rules as well. Is it annual? Does it even exist? There are many better platforms out there.",1,2022-08-16 10:47:49,1
Ravi Kishore Padala,"They upgraded app and I, along with others, lost (partially) existing investments. No response from customer care",1,2022-08-14 05:52:13,0
M S,Excellent peer to peer lending App for good ROI,5,2022-08-12 14:34:26,1
Mojacko,Lendenclub has the worst customer service I ever seen my emails are not replied and even I contacted their grievance officer but I still did not receive reply I will file complete on lendenclub but take my advice do not invest in this platform there customer service is very bad my I'd 3FQ42Z57XI you will regret choosing this platform,1,2022-08-11 14:43:45,1
Govinda Subudhi (Himanshu),Where Is My Investment and Where Is Your Updated App 3.1.7,1,2022-08-11 13:34:41,0
gvs finance,Fake app don't trust,1,2022-08-11 07:50:40,0
vinod kumar,"The app is great, and had very smooth and simple process of investment. Got good return on the investment.",5,2022-08-10 11:16:35,2
manish singh,User experience is smooth and I had very good experience as a investor from last 8 months. Overall we have got better return than other investment avenues.,4,2022-08-10 11:16:17,3
sahil panindre,"Nice app, easy to use, great place to invest and get good returns.",5,2022-08-10 11:14:51,1
Sudhanshu tope,Very good app. Gives very good returns.,5,2022-08-10 11:11:50,1
Ashutosh Dani,Good option to diversify your Investment.,4,2022-08-10 09:53:57,1
Juilee Naik,Good investment option with good returns as compare to other investment option,4,2022-08-10 09:51:44,1
Yash Solanki,I liked the registration process which is so smooth and quick. Dashboard is easy to understand. I'm looking forward to earn good returns with this app,5,2022-08-10 09:42:32,4
Neelam Dunkud,Smart and easy app to invest your harden money with good returns .,5,2022-08-10 09:19:49,1
lisha kothari,"Best application to invest money, diversified solutions and good returns on investment.",5,2022-08-10 09:15:07,1
Additya Surve,Nice. Awesome App. I've great experience with Lenden Club in past and now with FMPP we have received a relief for our Investment. Great plan to earn more profit with diversifying the investment.,5,2022-08-10 08:42:13,9
parth dubal,This is very good alternative investment option as compared to other fixed maturity product. New app is amazing and reduces the risk of default. I have surrendered all FDs and invested in the FMPP,5,2022-08-10 08:20:59,2
Mehul Patel,This is the best investment application i have downloaded so far.,5,2022-08-10 07:22:36,1
Khushali Dholakiya,Best app to invest and get good returns than fd or mutual funds.,5,2022-08-10 07:12:32,1
Yash Savla,"I have my money parked in this platform since 3 years, and they have been consistent on 12% returns. And the new product FMPP is easy to use , loved the interface and is having more clearer options for us to quickly select and invest.",5,2022-08-10 07:10:34,7
Ruchita Mishala,Good application have invested my money and received good returns,4,2022-08-10 07:00:30,1
Naveen Kumar,"Automatically logged out on update. Asking to register fresh, but PAN is showing registered. 🤕🤕",1,2022-08-10 06:59:32,0
caharsh dusad,"Absolutely love the idea of introducing retail investors with alternative investment options. Returns offered are much higher than Debt MF and without volatility and risks of equity investment. Process is smooth and simple. This app has actually introduced me to ""Joys of Compounding"".",5,2022-08-10 06:57:40,1
Raj Kumar Choudhary,The app is crashing..,3,2022-08-09 13:27:45,0
Aman Jain,My money got stuck here. First they themselve convert your account to fmpp and then your money got stuck until maturity period. There tech is useless I have to do login everytime i open the app and intially they were showing 16% return on my investment and now only 10% is showing.,1,2022-08-09 12:54:38,2
Sanjit Chakraborty,Download this app from play store but cannot sign up because after completion all process it cannot match my face with aadhaar. It is showing kyc failed.. I am disappointed😞.. Please request to look after my problem.,1,2022-08-09 10:30:03,3
Madhup Singh Yadav,"I am getting ""Your app has been outdated. Please update."" Even after I uninstalled and installed latest version. This new version is doing nothing and I am not able to even Login now.",1,2022-08-09 07:36:55,0
Jessica H Holmes,"Cost effective, application for investments with high profit.",5,2022-08-08 16:34:21,1
Elizabeth R O'Connor,"Flawless application for wealth creation by investments , Thank so much guys for such work.",5,2022-08-08 16:34:20,1
Mary C Schwartz,"Ideal application for profitable savings by investments , Thank you team for such wonderful app.",5,2022-08-08 16:33:52,1
Michele C Cates,"Staggering app for creating wealth by investing with peer to peer plan, keep up the good work.",5,2022-08-08 16:33:44,1
Jacqueline A Smith,"Effective app, lendenclub app is completely safe app so anyone can invest through this app without any risk.",5,2022-08-08 16:18:50,0
Eulalia T Brown,"Necessary application, with help of lendenclub app you can start tax saving Sip which is really profitable and beneficial.",5,2022-08-08 16:18:49,0
Mary V Greer,"Dynamic tool, lendenclub is the great way to create a better wealth by investments with peer to peer plan.",5,2022-08-08 16:18:49,0
Teodora R Norris,"Obligatory app, lendenclub app helped me a lot to increasemy returns by 10-12 % by direct investments.",5,2022-08-08 15:53:19,0
Colleen J Camden,Genius one ! I have got more profit through investments than savings in bank by making Fixed deposits.,5,2022-08-08 15:53:19,0
Ankit Dabral,"This is my second review after almost an year being a gold member with Lenden. Everytime you make any major changes to your app it ruins the experinece of the user. For instance, you just updated your app and everytime I have to login, I need to verify my mobile number. That is a bit tolerable if you look into the fact that it might have been done for security purposes. However, when an existing user is taken to a web browser instead of login in to the actual app, this eludes my understanding.",1,2022-08-08 15:25:48,3
Bhavesh Singh,"No update on loan application, still in review for verification from 2 days.",1,2022-08-08 11:02:44,0
Sidharth Kanhayalal,Chor hai I am closed my loan not update my cibil score fake company,1,2022-08-08 09:51:57,0
Ankit LHSF,Worst app ever its not letting me login and lenden support team are not reachable worst app ever once you invest your money is there's they will not return anything.please do not use this app.,1,2022-08-08 09:26:32,0
ishan baveja,"Getting an error that my app is outdated, pls update whereas no updates are available on Google Play. Please help",3,2022-08-08 03:04:58,0
